trade_id,strategy,regime,ticker,date,side,entry_price,exit_price,entry_time,exit_time,pnl_pct,pnl_dollars,gross_pnl_pct,total_costs,exit_reason,bars_held
1,Momentum,TRENDING,NVDA,2026-01-20,long,181.11,181.6,2026-01-20T10:11:00+00:00,2026-01-20T10:49:00+00:00,0.24,42.85,0.27,0,take_profit,0
2,VWAPMagnet,TRENDING,NVDA,2026-01-20,short,181.6,181.74,2026-01-20T10:49:00+00:00,2026-01-20T11:03:00+00:00,-0.11,-20.15,-0.08,0,stop_loss,0
3,VWAPMagnet,TRENDING,NVDA,2026-01-20,short,181.74,181.8,2026-01-20T11:03:00+00:00,2026-01-20T11:57:00+00:00,-0.07,-12.16,-0.03,0,stop_loss,0
4,VWAPMagnet,TRENDING,NVDA,2026-01-20,short,182.38,182.72,2026-01-20T12:02:00+00:00,2026-01-20T12:10:00+00:00,-0.22,-40.17,-0.19,0,stop_loss,0
5,VWAPMagnet,TRENDING,NVDA,2026-01-20,short,182.72,181.67,2026-01-20T12:10:00+00:00,2026-01-20T13:33:00+00:00,0.54,98.83,0.57,0,take_profit,0
6,VWAPMagnet,TRENDING,NVDA,2026-01-20,long,181.03,181.91,2026-01-20T14:26:00+00:00,2026-01-20T14:29:00+00:00,0.45,81.85,0.49,0,take_profit,0
7,Momentum,TRENDING,NVDA,2026-01-20,long,181.91,181.72,2026-01-20T14:29:00+00:00,2026-01-20T14:30:00+00:00,-0.14,-25.16,-0.1,0,stop_loss,0
8,Pullback,TRENDING,NVDA,2026-01-20,short,181.72,180.89,2026-01-20T14:30:00+00:00,2026-01-20T14:32:00+00:00,0.42,76.85,0.46,0,take_profit,0
9,VWAPMagnet,TRENDING,NVDA,2026-01-20,long,180.67,179.9,2026-01-20T14:37:00+00:00,2026-01-20T14:40:00+00:00,-0.46,-83.12,-0.43,0,trailing_stop,0
10,VWAPMagnet,TRENDING,NVDA,2026-01-20,long,179.9,179.94,2026-01-20T14:40:00+00:00,2026-01-20T14:49:00+00:00,-0.01,-2.11,0.02,0,trailing_stop,0
11,VWAPMagnet,TRENDING,NVDA,2026-01-20,long,179.94,179.74,2026-01-20T14:49:00+00:00,2026-01-20T14:57:00+00:00,-0.15,-26.11,-0.11,0,trailing_stop,0
12,VWAPMagnet,TRENDING,NVDA,2026-01-20,long,179.74,179.9,2026-01-20T14:57:00+00:00,2026-01-20T15:15:00+00:00,0.06,9.89,0.09,0,trailing_stop,0
13,VWAPMagnet,TRENDING,NVDA,2026-01-20,long,179.9,180.82,2026-01-20T15:15:00+00:00,2026-01-20T15:28:00+00:00,0.48,85.88,0.51,0,take_profit,0
14,VWAPMagnet,TRENDING,NVDA,2026-01-20,short,181.5,180.8,2026-01-20T15:36:00+00:00,2026-01-20T15:49:00+00:00,0.35,63.86,0.39,0,take_profit,0
15,Momentum,TRENDING,NVDA,2026-01-21,long,179.24,180.03,2026-01-21T10:04:00+00:00,2026-01-21T11:31:00+00:00,0.41,72.89,0.44,0,take_profit,0
16,VWAPMagnet,TRENDING,NVDA,2026-01-21,long,178.68,178.09,2026-01-21T11:55:00+00:00,2026-01-21T12:00:00+00:00,-0.36,-65.08,-0.33,0,stop_loss,0
17,VWAPMagnet,TRENDING,NVDA,2026-01-21,long,178.09,178.44,2026-01-21T12:00:00+00:00,2026-01-21T13:43:00+00:00,0.16,28.92,0.2,0,trailing_stop,0
18,VWAPMagnet,TRENDING,NVDA,2026-01-21,short,179.52,180.05,2026-01-21T14:07:00+00:00,2026-01-21T14:12:00+00:00,-0.33,-59.11,-0.3,0,stop_loss,0
19,VWAPMagnet,TRENDING,NVDA,2026-01-21,short,180.05,179.56,2026-01-21T14:12:00+00:00,2026-01-21T14:30:00+00:00,0.24,42.89,0.27,0,take_profit,0
20,Momentum,TRENDING,NVDA,2026-01-21,long,179.95,182.63,2026-01-21T14:44:00+00:00,2026-01-21T15:51:00+00:00,1.46,261.85,1.49,0,take_profit,0
21,VWAPMagnet,TRENDING,NVDA,2026-01-21,short,182.63,183.11,2026-01-21T15:51:00+00:00,2026-01-21T15:55:00+00:00,-0.3,-54.18,-0.26,0,end_of_day,0
22,VWAPMagnet,CHOPPY,NVDA,2026-01-22,long,184.57,185.23,2026-01-22T14:35:00+00:00,2026-01-22T14:39:00+00:00,0.32,59.77,0.36,0,take_profit,0
23,MeanReversion,CHOPPY,NVDA,2026-01-22,long,184.57,184.27,2026-01-22T14:46:00+00:00,2026-01-22T14:49:00+00:00,-0.2,-36.22,-0.16,0,trailing_stop,0
24,MeanReversion,CHOPPY,NVDA,2026-01-22,long,184.27,185.13,2026-01-22T14:49:00+00:00,2026-01-22T14:54:00+00:00,0.43,79.78,0.47,0,take_profit,0
25,MeanReversion,CHOPPY,NVDA,2026-01-22,long,184.36,184.2,2026-01-22T14:56:00+00:00,2026-01-22T15:17:00+00:00,-0.12,-22.21,-0.09,0,trailing_stop,0
26,MeanReversion,CHOPPY,NVDA,2026-01-22,long,184.2,184.84,2026-01-22T15:17:00+00:00,2026-01-22T15:22:00+00:00,0.31,57.78,0.35,0,take_profit,0
27,Rotation,MIXED,NVDA,2026-01-23,long,186.49,188.03,2026-01-23T11:03:00+00:00,2026-01-23T11:06:00+00:00,0.79,147.72,0.83,0,take_profit,0
28,Rotation,MIXED,NVDA,2026-01-23,long,188.03,187.13,2026-01-23T11:06:00+00:00,2026-01-23T12:00:00+00:00,-0.51,-96.29,-0.48,0,trailing_stop,0
29,Rotation,MIXED,NVDA,2026-01-23,long,188.47,187.42,2026-01-23T14:30:00+00:00,2026-01-23T14:34:00+00:00,-0.59,-111.29,-0.56,0,trailing_stop,0
30,Rotation,MIXED,NVDA,2026-01-23,short,187.03,187.81,2026-01-23T14:39:00+00:00,2026-01-23T15:55:00+00:00,-0.45,-83.78,-0.41,0,end_of_day,0
31,Pullback,TRENDING,NVDA,2026-01-26,long,186.14,186.08,2026-01-26T10:08:00+00:00,2026-01-26T10:09:00+00:00,-0.07,-12.25,-0.03,0,stop_loss,0
32,Pullback,TRENDING,NVDA,2026-01-26,long,186.11,186.27,2026-01-26T10:11:00+00:00,2026-01-26T10:15:00+00:00,0.05,9.74,0.09,0,take_profit,0
33,Momentum,TRENDING,NVDA,2026-01-26,long,186.27,186.15,2026-01-26T10:15:00+00:00,2026-01-26T10:19:00+00:00,-0.1,-18.26,-0.06,0,stop_loss,0
34,Pullback,TRENDING,NVDA,2026-01-26,long,186.15,186.29,2026-01-26T10:21:00+00:00,2026-01-26T10:24:00+00:00,0.04,7.74,0.08,0,take_profit,0
35,Pullback,TRENDING,NVDA,2026-01-26,long,186.33,186.07,2026-01-26T10:39:00+00:00,2026-01-26T11:11:00+00:00,-0.17,-32.26,-0.14,0,stop_loss,0
36,Pullback,TRENDING,NVDA,2026-01-26,short,186.16,186.12,2026-01-26T11:53:00+00:00,2026-01-26T11:55:00+00:00,-0.01,-2.25,0.02,0,take_profit,0
37,Pullback,TRENDING,NVDA,2026-01-26,long,186.32,186.61,2026-01-26T13:05:00+00:00,2026-01-26T13:15:00+00:00,0.12,22.74,0.16,0,take_profit,0
