trade_id,strategy,regime,ticker,date,side,entry_price,exit_price,entry_time,exit_time,pnl_pct,pnl_dollars,gross_pnl_pct,total_costs,exit_reason,bars_held
1,Pullback,TRENDING,NVDA,2026-01-13,short,185.28,185.21,2026-01-13T10:26:00+00:00,2026-01-13T10:27:00+00:00,0.0,0.77,0.04,0,take_profit,0
2,Pullback,TRENDING,NVDA,2026-01-13,short,185.3,185.25,2026-01-13T10:34:00+00:00,2026-01-13T10:35:00+00:00,-0.01,-1.24,0.03,0,take_profit,0
3,Pullback,TRENDING,NVDA,2026-01-13,long,185.56,185.53,2026-01-13T11:14:00+00:00,2026-01-13T11:16:00+00:00,-0.05,-9.24,-0.02,0,stop_loss,0
4,Pullback,TRENDING,NVDA,2026-01-13,long,185.53,185.6,2026-01-13T11:16:00+00:00,2026-01-13T11:17:00+00:00,0.0,0.76,0.04,0,take_profit,0
5,Pullback,TRENDING,NVDA,2026-01-13,short,185.36,184.83,2026-01-13T11:57:00+00:00,2026-01-13T12:00:00+00:00,0.25,46.77,0.29,0,take_profit,0
6,Pullback,TRENDING,NVDA,2026-01-13,short,184.93,184.94,2026-01-13T12:10:00+00:00,2026-01-13T12:14:00+00:00,-0.04,-7.23,-0.01,0,stop_loss,0
7,Pullback,TRENDING,NVDA,2026-01-13,short,184.94,185.0,2026-01-13T12:14:00+00:00,2026-01-13T12:15:00+00:00,-0.07,-12.23,-0.03,0,stop_loss,0
8,Pullback,TRENDING,NVDA,2026-01-13,short,185.01,184.94,2026-01-13T12:16:00+00:00,2026-01-13T12:27:00+00:00,0.0,0.77,0.04,0,take_profit,0
9,Pullback,TRENDING,NVDA,2026-01-13,short,184.87,184.94,2026-01-13T13:06:00+00:00,2026-01-13T13:10:00+00:00,-0.07,-13.23,-0.04,0,stop_loss,0
10,Pullback,TRENDING,NVDA,2026-01-13,long,185.57,185.69,2026-01-13T13:52:00+00:00,2026-01-13T13:55:00+00:00,0.03,5.76,0.06,0,take_profit,0
11,Pullback,TRENDING,NVDA,2026-01-13,short,184.43,184.62,2026-01-13T14:54:00+00:00,2026-01-13T14:56:00+00:00,-0.14,-25.22,-0.1,0,stop_loss,0
12,Pullback,TRENDING,NVDA,2026-01-13,short,184.14,183.78,2026-01-13T15:15:00+00:00,2026-01-13T15:21:00+00:00,0.16,29.79,0.2,0,take_profit,0
13,Pullback,TRENDING,NVDA,2026-01-13,short,184.06,183.83,2026-01-13T15:23:00+00:00,2026-01-13T15:24:00+00:00,0.09,16.79,0.12,0,take_profit,0
14,Pullback,TRENDING,NVDA,2026-01-14,short,184.21,184.24,2026-01-14T10:56:00+00:00,2026-01-14T10:57:00+00:00,-0.05,-9.21,-0.02,0,stop_loss,0
15,Pullback,TRENDING,NVDA,2026-01-14,short,184.24,184.35,2026-01-14T10:58:00+00:00,2026-01-14T11:11:00+00:00,-0.09,-17.21,-0.06,0,stop_loss,0
16,Pullback,TRENDING,NVDA,2026-01-14,long,184.45,184.46,2026-01-14T11:36:00+00:00,2026-01-14T11:37:00+00:00,-0.03,-5.22,0.01,0,stop_loss,0
17,Pullback,TRENDING,NVDA,2026-01-14,short,184.59,184.64,2026-01-14T13:51:00+00:00,2026-01-14T13:52:00+00:00,-0.06,-11.22,-0.03,0,stop_loss,0
18,Pullback,TRENDING,NVDA,2026-01-14,short,182.76,182.55,2026-01-14T14:49:00+00:00,2026-01-14T14:50:00+00:00,0.08,14.82,0.11,0,take_profit,0
