trade_id,strategy,regime,ticker,date,side,entry_price,exit_price,entry_time,exit_time,pnl_pct,pnl_dollars,gross_pnl_pct,total_costs,exit_reason,bars_held
1,Pullback,TRENDING,NVDA,2026-01-20,long,181.25,181.49,2026-01-20T10:36:00+00:00,2026-01-20T10:46:00+00:00,-0.99,-1.8,0.13,0,take_profit,0
2,Pullback,TRENDING,NVDA,2026-01-20,long,181.4,181.34,2026-01-20T10:54:00+00:00,2026-01-20T10:55:00+00:00,-1.16,-2.1,-0.03,0,stop_loss,0
3,Pullback,TRENDING,NVDA,2026-01-20,long,181.35,181.32,2026-01-20T10:56:00+00:00,2026-01-20T10:59:00+00:00,-1.14,-2.07,-0.02,0,stop_loss,0
4,Pullback,TRENDING,NVDA,2026-01-20,long,182.42,182.48,2026-01-20T12:20:00+00:00,2026-01-20T12:21:00+00:00,-1.09,-1.98,0.03,0,take_profit,0
5,Pullback,TRENDING,NVDA,2026-01-20,long,182.48,182.56,2026-01-20T12:21:00+00:00,2026-01-20T12:24:00+00:00,-1.08,-1.96,0.04,0,take_profit,0
6,Pullback,TRENDING,NVDA,2026-01-20,long,182.48,182.83,2026-01-20T12:27:00+00:00,2026-01-20T12:49:00+00:00,-0.93,-1.69,0.19,0,take_profit,0
7,Pullback,TRENDING,NVDA,2026-01-20,short,182.2,182.25,2026-01-20T13:18:00+00:00,2026-01-20T13:19:00+00:00,-1.15,-2.09,-0.03,0,stop_loss,0
8,Pullback,TRENDING,NVDA,2026-01-20,short,181.72,180.89,2026-01-20T14:30:00+00:00,2026-01-20T14:31:00+00:00,-0.67,-1.21,0.46,0,take_profit,0
9,Pullback,TRENDING,NVDA,2026-01-20,long,181.27,181.0,2026-01-20T15:46:00+00:00,2026-01-20T15:47:00+00:00,-1.28,-2.31,-0.15,0,stop_loss,0
10,Pullback,TRENDING,NVDA,2026-01-21,long,179.63,179.6,2026-01-21T10:47:00+00:00,2026-01-21T10:48:00+00:00,-1.15,-2.07,-0.02,0,stop_loss,0
11,Pullback,TRENDING,NVDA,2026-01-21,short,179.3,179.25,2026-01-21T11:06:00+00:00,2026-01-21T11:12:00+00:00,-1.11,-1.99,0.03,0,stop_loss,0
12,Pullback,TRENDING,NVDA,2026-01-21,short,178.28,178.47,2026-01-21T12:21:00+00:00,2026-01-21T12:50:00+00:00,-1.25,-2.23,-0.11,0,stop_loss,0
13,Pullback,TRENDING,NVDA,2026-01-21,long,178.84,178.7,2026-01-21T13:15:00+00:00,2026-01-21T13:16:00+00:00,-1.22,-2.18,-0.08,0,stop_loss,0
14,Pullback,TRENDING,NVDA,2026-01-21,long,178.73,178.7,2026-01-21T13:17:00+00:00,2026-01-21T13:18:00+00:00,-1.16,-2.07,-0.02,0,stop_loss,0
15,Pullback,TRENDING,NVDA,2026-01-21,long,178.75,178.68,2026-01-21T13:19:00+00:00,2026-01-21T13:20:00+00:00,-1.18,-2.11,-0.04,0,stop_loss,0
16,Pullback,TRENDING,NVDA,2026-01-22,short,184.86,184.8,2026-01-22T11:24:00+00:00,2026-01-22T11:25:00+00:00,-1.07,-1.98,0.03,0,take_profit,0
17,Pullback,TRENDING,NVDA,2026-01-22,short,184.86,184.75,2026-01-22T11:29:00+00:00,2026-01-22T11:31:00+00:00,-1.05,-1.93,0.06,0,stop_loss,0
18,Pullback,TRENDING,NVDA,2026-01-22,short,184.62,184.9,2026-01-22T11:59:00+00:00,2026-01-22T12:00:00+00:00,-1.26,-2.32,-0.15,0,stop_loss,0
19,Pullback,TRENDING,NVDA,2026-01-22,long,184.86,184.99,2026-01-22T12:31:00+00:00,2026-01-22T12:51:00+00:00,-1.03,-1.91,0.07,0,take_profit,0
20,Pullback,TRENDING,NVDA,2026-01-26,long,186.33,186.2,2026-01-26T10:39:00+00:00,2026-01-26T11:02:00+00:00,-1.17,-2.17,-0.07,0,stop_loss,0
21,Pullback,TRENDING,NVDA,2026-01-26,short,186.16,186.12,2026-01-26T11:53:00+00:00,2026-01-26T11:55:00+00:00,-1.08,-2.0,0.02,0,take_profit,0
22,Pullback,TRENDING,NVDA,2026-01-26,long,186.32,186.55,2026-01-26T13:05:00+00:00,2026-01-26T13:07:00+00:00,-0.97,-1.81,0.12,0,take_profit,0
23,Pullback,TRENDING,NVDA,2026-01-26,short,187.62,187.05,2026-01-26T14:58:00+00:00,2026-01-26T15:10:00+00:00,-0.79,-1.47,0.3,0,take_profit,0
24,Pullback,TRENDING,NVDA,2026-01-26,short,187.29,187.51,2026-01-26T15:16:00+00:00,2026-01-26T15:17:00+00:00,-1.21,-2.26,-0.12,0,stop_loss,0
